[2026-01-13 15:24:04,830 - INFO - Welcome to our custom log]
[2026-01-14 16:06:52,760 - ERROR - Error occurred while downloading data: 'str' object has no attribute 'parent']
[2026-01-14 16:07:38,308 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-14 16:07:38,312 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-14 16:07:38,316 - INFO - Created directory at: artifacts]
[2026-01-14 16:07:38,317 - INFO - Created directory at: data_ingestion]
[2026-01-14 16:07:38,320 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion/data.zip]
[2026-01-14 16:07:38,927 - ERROR - Error occurred while downloading data: 404 Client Error.

Resource not found at URL: https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone/versions/1
Please make sure you specified the correct resource identifiers.]
[2026-01-14 16:08:12,085 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-14 16:08:12,088 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-14 16:08:12,089 - INFO - Created directory at: artifacts]
[2026-01-14 16:08:12,090 - INFO - Created directory at: data_ingestion]
[2026-01-14 16:08:12,093 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion/data.zip]
[2026-01-14 16:08:12,612 - ERROR - Error occurred while downloading data: 404 Client Error.

Resource not found at URL: https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone/versions/1
Please make sure you specified the correct resource identifiers.]
[2026-01-14 16:08:52,702 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-14 16:08:52,705 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-14 16:08:52,705 - INFO - Created directory at: artifacts]
[2026-01-14 16:08:52,706 - INFO - Created directory at: data_ingestion]
[2026-01-14 16:08:52,708 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion/data.zip]
[2026-01-14 16:08:53,209 - ERROR - Error occurred while downloading data: 404 Client Error.

Resource not found at URL: https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone/versions/1
Please make sure you specified the correct resource identifiers.]
[2026-01-14 16:18:10,988 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-14 16:18:10,993 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-14 16:18:10,996 - INFO - Created directory at: artifacts]
[2026-01-14 16:18:11,002 - INFO - Created directory at: data_ingestion]
[2026-01-14 16:18:11,017 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion/data.zip]
[2026-01-14 16:18:11,493 - ERROR - Error occurred while downloading data: 404 Client Error.

Resource not found at URL: https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone/versions/1
Please make sure you specified the correct resource identifiers.]
[2026-01-14 16:30:42,251 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-14 16:30:42,256 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-14 16:30:42,257 - INFO - Created directory at: artifacts]
[2026-01-14 16:30:42,258 - INFO - Created directory at: data_ingestion]
[2026-01-14 16:30:42,260 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion/data.zip]
[2026-01-14 16:31:00,970 - ERROR - Error occurred while downloading data: Argument path of type <class 'str'> to <function get_size at 0x10fa87430> does not match annotation type <class 'pathlib.Path'>]
[2026-01-14 16:43:36,323 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-14 16:43:36,326 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-14 16:43:36,329 - INFO - Created directory at: artifacts]
[2026-01-14 16:43:36,334 - INFO - Created directory at: data_ingestion]
[2026-01-14 16:43:36,336 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion/data.zip]
[2026-01-14 16:43:57,180 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-14 16:43:57,183 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-14 16:43:57,185 - INFO - Created directory at: artifacts]
[2026-01-14 16:43:57,186 - INFO - Created directory at: data_ingestion]
[2026-01-14 16:43:57,190 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion/data.zip]
[2026-01-14 16:44:15,207 - ERROR - Error occurred while downloading data: Argument path of type <class 'str'> to <function get_size at 0x10fa87430> does not match annotation type <class 'pathlib.Path'>]
[2026-01-14 16:45:20,090 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-14 16:45:20,095 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-14 16:45:20,097 - INFO - Created directory at: artifacts]
[2026-01-14 16:45:20,097 - INFO - Created directory at: data_ingestion]
[2026-01-14 16:45:20,099 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion/data.zip]
[2026-01-14 16:45:38,081 - ERROR - Error occurred while downloading data: Argument path of type <class 'str'> to <function get_size at 0x10fa87430> does not match annotation type <class 'pathlib.Path'>]
[2026-01-14 16:51:44,189 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-14 16:51:44,206 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-14 16:51:44,215 - INFO - Created directory at: artifacts]
[2026-01-14 16:51:44,218 - INFO - Created directory at: data_ingestion]
[2026-01-14 16:51:44,223 - ERROR - Error occurred while downloading data: name 'zip_download_dir' is not defined]
[2026-01-14 16:52:17,036 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-14 16:52:17,039 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-14 16:52:17,040 - INFO - Created directory at: artifacts]
[2026-01-14 16:52:17,041 - INFO - Created directory at: data_ingestion]
[2026-01-14 16:52:17,042 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-14 16:52:36,586 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-15 11:06:53,039 - INFO - >>>>>> Stage Data Ingestion Stage started <<<<<<]
[2026-01-15 11:06:53,042 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 11:06:53,046 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 11:06:53,046 - INFO - Created directory at: artifacts]
[2026-01-15 11:06:53,046 - INFO - Created directory at: data_ingestion]
[2026-01-15 11:06:53,047 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-15 11:07:11,831 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-15 11:07:11,833 - INFO - >>>>>> Stage Data Ingestion Stage completed <<<<<<

x================x]
[2026-01-15 11:17:31,112 - INFO - >>>>>> Stage Data Ingestion Stage started <<<<<<]
[2026-01-15 11:17:31,114 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 11:17:31,115 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 11:17:31,115 - INFO - Created directory at: artifacts]
[2026-01-15 11:17:31,115 - INFO - Created directory at: data_ingestion]
[2026-01-15 11:17:31,115 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-15 11:17:49,033 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-15 11:17:49,034 - INFO - >>>>>> Stage Data Ingestion Stage completed <<<<<<

x================x]
[2026-01-15 12:44:15,343 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 12:44:15,362 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 12:44:15,367 - INFO - Created directory at: artifacts]
[2026-01-15 12:54:43,459 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 12:54:43,464 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 12:54:43,467 - INFO - Created directory at: artifacts]
[2026-01-15 12:55:52,855 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 12:55:52,860 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 12:55:52,862 - INFO - Created directory at: artifacts]
[2026-01-15 12:55:52,865 - INFO - Created directory at: artifacts/prepare_base_model]
[2026-01-15 12:56:52,118 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 12:56:52,124 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 12:56:52,125 - INFO - Created directory at: artifacts]
[2026-01-15 12:56:52,127 - INFO - Created directory at: artifacts/prepare_base_model]
[2026-01-15 12:58:35,614 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 12:58:35,621 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 12:58:35,625 - INFO - Created directory at: artifacts]
[2026-01-15 12:58:35,626 - INFO - Created directory at: artifacts/prepare_base_model]
[2026-01-15 12:58:43,897 - WARNING - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2026-01-15 15:20:59,507 - INFO - >>>>>> Stage Data Ingestion Stage started <<<<<<]
[2026-01-15 15:20:59,510 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 15:20:59,516 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 15:20:59,518 - INFO - Created directory at: artifacts]
[2026-01-15 15:20:59,518 - INFO - Created directory at: data_ingestion]
[2026-01-15 15:20:59,518 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-15 15:21:19,325 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-15 15:21:19,328 - INFO - >>>>>> Stage Data Ingestion Stage completed <<<<<<

x================x]
[2026-01-15 15:21:19,329 - INFO - >>>>>> Stage Prepare Base Model Stage started <<<<<<]
[2026-01-15 15:21:19,336 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 15:21:19,344 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 15:21:19,345 - INFO - Created directory at: artifacts]
[2026-01-15 15:21:19,346 - INFO - Created directory at: prepare_base_model]
[2026-01-15 15:21:20,358 - WARNING - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2026-01-15 15:21:20,924 - INFO - >>>>>> Stage Prepare Base Model Stage completed <<<<<<

x================x]
[2026-01-15 15:26:34,135 - INFO - >>>>>> Stage Data Ingestion Stage started <<<<<<]
[2026-01-15 15:26:34,159 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 15:26:34,163 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 15:26:34,164 - INFO - Created directory at: artifacts]
[2026-01-15 15:26:34,167 - INFO - Created directory at: data_ingestion]
[2026-01-15 15:26:34,167 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-15 15:26:53,096 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-15 15:26:53,097 - INFO - >>>>>> Stage Data Ingestion Stage completed <<<<<<

x================x]
[2026-01-15 15:26:53,097 - INFO - >>>>>> Stage Prepare Base Model Stage started <<<<<<]
[2026-01-15 15:26:53,099 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 15:26:53,102 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 15:26:53,102 - INFO - Created directory at: artifacts]
[2026-01-15 15:26:53,102 - INFO - Created directory at: prepare_base_model]
[2026-01-15 15:26:53,709 - WARNING - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2026-01-15 15:26:54,154 - INFO - >>>>>> Stage Prepare Base Model Stage completed <<<<<<

x================x]
[2026-01-15 15:33:21,493 - INFO - >>>>>> Stage Data Ingestion Stage started <<<<<<]
[2026-01-15 15:33:21,497 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 15:33:21,500 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 15:33:21,500 - INFO - Created directory at: artifacts]
[2026-01-15 15:33:21,500 - INFO - Created directory at: artifacts/data_ingestion]
[2026-01-15 15:33:21,501 - INFO - Downloading data from source URL https://www.kaggle.com/datasets/nazmul0087/ct-kidney-dataset-normal-cyst-tumor-and-stone?resource=download to artifacts/data_ingestion]
[2026-01-15 15:33:40,670 - INFO - Data downloaded to artifacts/data_ingestion/data.zip into artifacts/data_ingestion]
[2026-01-15 15:33:40,671 - INFO - >>>>>> Stage Data Ingestion Stage completed <<<<<<

x================x]
[2026-01-15 15:33:40,671 - INFO - >>>>>> Stage Prepare Base Model Stage started <<<<<<]
[2026-01-15 15:33:40,674 - INFO - yaml file: config/config.yaml loaded successfully]
[2026-01-15 15:33:40,677 - INFO - yaml file: params.yaml loaded successfully]
[2026-01-15 15:33:40,677 - INFO - Created directory at: artifacts]
[2026-01-15 15:33:40,678 - INFO - Created directory at: artifacts/prepare_base_model]
[2026-01-15 15:33:41,248 - WARNING - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2026-01-15 15:33:41,639 - INFO - >>>>>> Stage Prepare Base Model Stage completed <<<<<<

x================x]
